FILENAME	REAL_LABEL	PREDICTED_LABELS
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/early/so4_L_e_s_10_10.jpg	0	0.506055355072;0.000113043213787;0.000107007712359
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/early/so4_L_e_s_10_7.jpg	0	0.45592084527;0.000426760641858;6.15888566244e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/early/so4_L_e_s_09_5.jpg	0	0.586479604244;0.000109730586701;0.000101907950011
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/early/so4_T_e_s_02_19.jpg	0	0.104455441236;0.00258593447506;2.8466747608e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_7.jpg	1	0.000242061156314;0.0812485665083;6.05032328167e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_13_4.jpg	1	0.00017884625413;0.0116289593279;0.000316197198117
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_1.jpg	1	4.37870039605e-05;0.530819654465;5.6159155065e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_14_11.jpg	1	2.16838161577e-05;0.0139655554667;0.00363805727102
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_6.jpg	1	0.000483669777168;0.0700539276004;3.59810328519e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_19.jpg	1	8.25968963909e-05;0.352923989296;4.48079299531e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_18.jpg	1	0.000371490168618;0.0762206837535;4.5629338274e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_12.jpg	1	4.4830772822e-05;0.543765246868;5.10745303473e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_4.jpg	1	3.6699584598e-05;0.454096645117;7.55594446673e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_0.jpg	1	0.000792175589595;0.0221107490361;6.53231545584e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_13.jpg	1	0.000427823339123;0.0323617458344;6.09937196714e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_15.jpg	1	9.8812924989e-05;0.25597551465;5.63425419386e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_13.jpg	1	3.27162742906e-05;0.38839584589;0.000112791167339
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_3.jpg	1	4.61766430817e-05;0.547967016697;5.03281553392e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_5.jpg	1	4.3550713599e-05;0.476124763489;5.55721744604e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_13_10.jpg	1	4.81934584968e-05;0.490402013063;5.0489728892e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_17.jpg	1	0.00211900868453;0.00220321002416;0.000190874357941
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_14_8.jpg	1	0.000150001855218;0.126563981175;6.1473067035e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_15.jpg	1	4.47348029411e-05;0.538123309612;5.06451870024e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_8.jpg	1	0.00021774470224;0.0233829375356;0.000120714932564
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_2.jpg	1	8.23989030323e-05;0.152405425906;7.63203424867e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_12.jpg	1	2.47921270784e-05;0.280705809593;0.00019894700381
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_16.jpg	1	0.00010376550199;0.451558113098;3.83745937143e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_13_11.jpg	1	0.0616161487997;0.000856775150169;5.89312439843e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_6.jpg	1	5.58248066227e-05;0.521408140659;4.68506732432e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_18.jpg	1	0.000771243532654;0.021722799167;6.36084369035e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_06_14.jpg	1	5.08041121066e-05;0.385168582201;5.97073485551e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_9.jpg	1	4.66413293907e-05;0.545845210552;4.97697947139e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_13_7.jpg	1	2.09852642001e-05;0.157669514418;0.000379510544008
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_11.jpg	1	0.000117554300232;0.420622855425;3.81681384169e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_06_9.jpg	1	4.46521116828e-05;0.541699290276;5.08402299602e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_7.jpg	1	0.000218078814214;0.283740818501;3.34804753948e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_12.jpg	1	4.80522285216e-05;0.514219641685;4.97132750752e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_11_5.jpg	1	0.000323256768752;0.0772690922022;4.44818106189e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_14_12.jpg	1	4.16674010921e-05;0.476192355156;6.39874633634e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_5.jpg	1	5.99055238126e-05;0.442451328039;4.50643237855e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_8.jpg	1	4.45031619165e-05;0.545745849609;5.19313180121e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_10.jpg	1	4.96572174598e-05;0.310271441936;6.68642896926e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_0.jpg	1	4.57504720544e-05;0.539616167545;5.14663588547e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_13_19.jpg	1	5.86541173107e-05;0.506761670113;4.66450874228e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_13.jpg	1	5.62259047001e-05;0.387387126684;5.09306082677e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_04_0.jpg	1	4.32572087448e-05;0.517008781433;5.58375795663e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_06_10.jpg	1	4.40490002802e-05;0.509608626366;5.2396520914e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_06_3.jpg	1	4.7260462452e-05;0.54539835453;4.96628963447e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_8.jpg	1	4.94461855851e-05;0.0231986902654;0.000563176639844
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_14_0.jpg	1	5.79958359594e-05;0.441157817841;5.12488622917e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_11.jpg	1	0.000188568476005;0.229947596788;4.60405608464e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_03_14.jpg	1	4.07222360082e-05;0.0445637665689;0.000429911306128
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_T_g_s_05_17.jpg	1	0.0001238638215;0.128554597497;6.57378477626e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_14_5.jpg	1	3.67605716747e-05;0.14339248836;0.000219020395889
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/good/so4_L_g_s_12_8.jpg	1	4.99269663123e-05;0.359790712595;5.77019345656e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_5.jpg	2	2.34020808421e-05;0.0331468619406;0.00103375478648
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_6.jpg	2	5.25933028257e-05;0.000360879173968;0.0878824815154
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_9.jpg	2	3.47251116182e-05;0.0707058981061;0.000445520825451
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_15_16.jpg	2	5.67965544178e-05;0.000103273465356;0.459280610085
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_10.jpg	2	3.94841663365e-05;0.000182464151294;0.398080170155
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_19.jpg	2	7.04551639501e-05;7.61722767493e-05;0.508619129658
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_12.jpg	2	4.41000447609e-05;0.000214084910112;0.256904751062
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_3.jpg	2	3.96625655412e-05;0.467032492161;6.99811935192e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_13.jpg	2	1.06880370367e-05;0.00366409728304;0.0916255712509
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_4.jpg	2	0.000118349882541;0.000196558961761;0.0598926320672
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_15_5.jpg	2	3.24104075844e-05;0.0144038107246;0.00161903281696
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_5.jpg	2	4.91623213748e-05;0.000144049525261;0.426656156778
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_15_10.jpg	2	3.28292262566e-05;0.000203188988962;0.351398050785
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_17.jpg	2	6.69151777402e-05;7.73829669924e-05;0.522093057632
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_2.jpg	2	2.43075737671e-05;0.000682380341459;0.119916059077
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_15_13.jpg	2	6.13957090536e-05;8.36291947053e-05;0.509343743324
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_14.jpg	2	8.70148287504e-05;0.0779615566134;0.000118949588796
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_16.jpg	2	6.26601104159e-05;8.82529930095e-05;0.465784907341
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_15_0.jpg	2	6.69421206112e-05;7.79592592153e-05;0.516289889812
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_07_4.jpg	2	3.50491573045e-05;0.000183022988494;0.370292693377
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_14.jpg	2	6.03803418926e-05;9.12276227609e-05;0.472401231527
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_9.jpg	2	4.37875569332e-05;0.412903875113;7.25046702428e-05
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_L_l_s_16_2.jpg	2	6.3919906097e-05;8.31487268442e-05;0.512026429176
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_19.jpg	2	6.83763064444e-05;8.58677303768e-05;0.439187973738
/home/mpba/Documents/wv2016/deepLearning/datasets/so4_v/late/so4_T_l_s_08_6.jpg	2	5.54177022423e-05;9.49951499933e-05;0.486082404852
MCC: 0.83
